sat_number,sat_name,slot_date,total_meters,expected_blocks,block_0800_hrs,percentage_0800_hrs,block_1200_hrs,percentage_1200_hrs,block_2400_hrs,percentage_2400_hrs
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-11-03,100000,4800000.0,4703817,98.0,4708164,98.09,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-11-03,100000,4800000.0,4654695,96.97,4662419,97.13,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-11-03,100000,4856640.0,4766746,98.15,4774527,98.31,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-11-03,120000,5760000.0,2853730,49.54,2858776,49.63,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-11-04,100000,4800000.0,4646963,96.81,4657051,97.02,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-11-04,25000,1204368.0,1148295,95.34,1150728,95.55,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-11-04,100000,4800000.0,4686389,97.63,4689710,97.7,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-11-04,100000,4800000.0,4653458,96.95,4668717,97.26,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-11-04,100000,4800000.0,4653075,96.94,4660507,97.09,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-11-04,100000,4856640.0,4727093,97.33,4743433,97.67,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-11-04,120000,5760000.0,0,0.0,0,0.0,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-11-02,100000,4800000.0,4674951,97.39,4677935,97.46,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-11-02,100000,4800000.0,3781858,78.79,3784073,78.83,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-11-02,100000,4800000.0,4705555,98.03,4709600,98.12,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-11-02,100000,4800000.0,4649023,96.85,4654590,96.97,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-11-02,100000,4856640.0,4762378,98.06,4770269,98.22,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-11-02,120000,5760000.0,5589114,97.03,5602727,97.27,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-10-05,100000,4800000.0,4590785,95.64,4600701,95.85,2432673,50.68
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-10-05,100000,4856640.0,4542256,93.53,4559860,93.89,2340830,48.2
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-10-05,120000,5760000.0,5298028,91.98,5329166,92.52,2686560,46.64
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-10-24,25000,1204368.0,578008,47.99,674248,55.98,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-10-24,100000,4800000.0,2327604,48.49,2696423,56.18,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-10-24,100000,4800000.0,2301706,47.95,2657015,55.35,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-10-24,100000,4800000.0,2314918,48.23,2687758,55.99,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-10-24,100000,4856640.0,2287675,47.1,2731961,56.25,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-10-24,120000,5760000.0,2643613,45.9,3121079,54.19,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-10-25,120000,5760000.0,3180905,55.22,4529805,78.64,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-11-07,120000,5760000.0,5586611,96.99,5599459,97.21,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-11-08,100000,4800000.0,4694690,97.81,4699458,97.91,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-11-08,25000,1204368.0,1156686,96.04,1157827,96.14,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-11-08,100000,4800000.0,4694943,97.81,4698019,97.88,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-11-08,100000,4800000.0,4698467,97.88,4702828,97.98,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-11-08,100000,4800000.0,4680549,97.51,4684491,97.59,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-11-08,100000,4856640.0,4780402,98.43,4784651,98.52,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-11-08,120000,5760000.0,5588929,97.03,5601719,97.25,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-11-10,100000,4800000.0,4678084,97.46,4682200,97.55,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-11-11,100000,4800000.0,4687356,97.65,4689642,97.7,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-11-10,100000,4856640.0,4778326,98.39,4783585,98.5,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-11-10,120000,5760000.0,5575656,96.8,5594621,97.13,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-12-29,100000,4800000.0,4665843,97.21,4665843,97.21,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-12-29,25000,1204368.0,1145807,95.14,1145807,95.14,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-11-09,100000,4800000.0,4694852,97.81,4698675,97.89,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-11-09,25000,1204368.0,1156272,96.01,1157226,96.09,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-11-09,100000,4800000.0,4696548,97.84,4700619,97.93,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-11-09,100000,4800000.0,4700505,97.93,4705308,98.03,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-11-09,100000,4800000.0,4676738,97.43,4681625,97.53,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-11-09,100000,4856640.0,4781064,98.44,4785217,98.53,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-11-09,120000,5760000.0,5588063,97.01,5601084,97.24,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-11-11,100000,4800000.0,4685694,97.62,4691724,97.74,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-11-11,100000,4800000.0,4666663,97.22,4670175,97.3,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-07-24,100000,4800000.0,4627123,96.4,4651391,96.9,4697573,97.87
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-07-24,25000,1204368.0,1147164,95.25,1170053,97.15,1174786,97.54
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-07-24,100000,4800000.0,4642590,96.72,4666004,97.21,4711606,98.16
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-07-24,100000,4800000.0,4669996,97.29,4688294,97.67,4745609,98.87
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-07-24,100000,4800000.0,4610758,96.06,4648185,96.84,4700468,97.93
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-11-11,100000,4856640.0,4765175,98.12,4771560,98.25,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-11-11,120000,5760000.0,5549732,96.35,5564202,96.6,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-12-29,100000,4800000.0,4639651,96.66,4639651,96.66,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-11-10,100000,4800000.0,4694717,97.81,4698394,97.88,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-11-10,25000,1204368.0,1156978,96.07,1157698,96.12,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-12-29,100000,4800000.0,4656716,97.01,4656716,97.01,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-11-10,100000,4800000.0,4694733,97.81,4697466,97.86,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-11-10,100000,4800000.0,4697878,97.87,4704117,98.0,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-12-29,100000,4800000.0,4615397,96.15,4615397,96.15,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-12-30,100000,4800000.0,4661954,97.12,4661954,97.12,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-12-30,100000,4800000.0,4634962,96.56,4634962,96.56,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-11-12,100000,4800000.0,2874079,59.88,3237618,67.45,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-11-12,25000,1204368.0,714003,59.28,823502,68.38,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-11-11,100000,4800000.0,4692830,97.77,4695625,97.83,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-11-11,25000,1204368.0,1154199,95.83,1155749,95.96,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-11-12,100000,4800000.0,2854581,59.47,3242783,67.56,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-11-12,100000,4800000.0,2886286,60.13,3200189,66.67,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-11-12,100000,4800000.0,2861540,59.62,3257487,67.86,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-11-12,100000,4856640.0,2845806,58.6,3234316,66.6,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-11-12,120000,5760000.0,3328973,57.79,3782863,65.67,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-11-13,100000,4800000.0,4667485,97.24,4695593,97.82,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-11-13,25000,1204368.0,1145278,95.09,1156785,96.05,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-11-13,100000,4800000.0,4659127,97.07,4688702,97.68,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-11-13,100000,4800000.0,4638045,96.63,4684223,97.59,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-11-13,100000,4800000.0,4636877,96.6,4675423,97.4,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-11-13,100000,4856640.0,4727331,97.34,4771842,98.25,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-11-13,120000,5760000.0,5464810,94.88,5546053,96.29,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2026-01-18,100000,4856640.0,3624815,74.64,4390772,90.41,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2026-01-18,120000,5760000.0,4268443,74.1,5089308,88.36,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-11-14,100000,4800000.0,4697000,97.85,4701005,97.94,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2026-01-21,100000,4856640.0,4770314,98.22,4775338,98.33,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2026-01-03,100000,4800000.0,4657843,97.04,4700698,97.93,0,0.0
734bd73a-fdde-4897-b7fa-bfc50b3f1839,SAT No 8,2026-01-30,140000,6720000.0,6279757,93.45,6285948,93.54,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2026-01-30,100000,4856640.0,4649831,95.74,4654967,95.85,0,0.0
81caade1-5845-4e96-80f9-3b0b751eda70,SAT9,2026-02-28,150000,7200000.0,6583179,91.43,6609516,91.8,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2026-02-28,100000,4800000.0,4639265,96.65,4646006,96.79,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2026-03-07,100000,4800000.0,4655972,97.0,4669223,97.28,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2026-03-07,25000,1204368.0,1151767,95.63,1154203,95.83,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-11-14,25000,1204368.0,1155355,95.93,1157179,96.08,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-11-14,100000,4800000.0,4690451,97.72,4692746,97.77,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-11-14,100000,4800000.0,4703336,97.99,4706340,98.05,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-11-14,100000,4800000.0,4681879,97.54,4685763,97.62,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-11-14,100000,4856640.0,4780363,98.43,4784716,98.52,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-11-14,120000,5760000.0,5589826,97.05,5603539,97.28,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-11-17,25000,1204368.0,1149421,95.44,1155137,95.91,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-12-05,100000,4800000.0,4655361,96.99,4682078,97.54,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-12-05,25000,1204368.0,1145073,95.08,1153536,95.78,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-12-05,100000,4800000.0,4654655,96.97,4669126,97.27,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-12-05,100000,4800000.0,4672373,97.34,4699354,97.9,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-12-05,100000,4800000.0,4624456,96.34,4645893,96.79,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-12-05,100000,4856640.0,4716943,97.12,4755533,97.92,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-11-15,100000,4800000.0,4696242,97.84,4700109,97.92,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-11-15,25000,1204368.0,1155446,95.94,1157285,96.09,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-11-15,100000,4800000.0,4691071,97.73,4693306,97.78,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-11-15,100000,4800000.0,4699437,97.9,4703004,97.98,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-11-15,100000,4800000.0,4681147,97.52,4685359,97.61,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-11-15,100000,4856640.0,4780198,98.43,4784340,98.51,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-11-15,120000,5760000.0,5585379,96.97,5599086,97.21,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-12-05,120000,5760000.0,5482224,95.18,5548141,96.32,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-11-20,100000,4800000.0,3906048,81.38,4475588,93.24,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-11-19,100000,4800000.0,4693852,97.79,4697642,97.87,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-11-19,25000,1204368.0,1155604,95.95,1156655,96.04,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-11-19,100000,4800000.0,4690650,97.72,4692812,97.77,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-11-19,100000,4800000.0,4691381,97.74,4696648,97.85,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-11-19,100000,4800000.0,4678185,97.46,4683730,97.58,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-11-19,100000,4856640.0,4779353,98.41,4783099,98.49,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-11-18,100000,4800000.0,4698597,97.89,4701341,97.94,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-11-18,25000,1204368.0,1154406,95.85,1155478,95.94,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-11-18,100000,4800000.0,4690571,97.72,4692197,97.75,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-11-18,100000,4800000.0,4695611,97.83,4698809,97.89,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-11-18,100000,4800000.0,4672050,97.33,4675624,97.41,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-11-18,100000,4856640.0,4776966,98.36,4780739,98.44,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-11-16,100000,4800000.0,4695364,97.82,4699278,97.9,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-11-16,25000,1204368.0,1155617,95.95,1157147,96.08,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-11-16,100000,4800000.0,4690494,97.72,4694051,97.79,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-11-16,100000,4800000.0,4698184,97.88,4702056,97.96,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-11-16,100000,4800000.0,4679355,97.49,4683873,97.58,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-11-16,100000,4856640.0,4781097,98.44,4784869,98.52,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-11-16,120000,5760000.0,5585169,96.96,5598870,97.2,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-11-19,120000,5760000.0,5578858,96.86,5592962,97.1,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-12-29,100000,4856640.0,4722702,97.24,4722702,97.24,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-11-17,100000,4800000.0,4687299,97.65,4696973,97.85,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-11-18,120000,5760000.0,5582366,96.92,5595343,97.14,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-11-20,25000,1204368.0,968255,80.4,1103898,91.66,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-11-20,100000,4800000.0,3745884,78.04,4362160,90.88,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-11-20,100000,4800000.0,3558595,74.14,4110260,85.63,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-11-20,100000,4800000.0,3726229,77.63,4333766,90.29,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-11-20,100000,4856640.0,3639710,74.94,4150216,85.45,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-11-21,100000,4800000.0,3005630,62.62,4180390,87.09,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-12-29,120000,5760000.0,5477720,95.1,5477720,95.1,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-12-30,100000,4856640.0,4731623,97.43,4731623,97.43,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-12-30,120000,5760000.0,5511845,95.69,5511845,95.69,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2026-01-16,100000,4800000.0,4703929,98.0,4705718,98.04,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-11-21,25000,1204368.0,748855,62.18,1060728,88.07,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-11-21,100000,4800000.0,2581447,53.78,3941025,82.1,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-11-21,100000,4800000.0,2054497,42.8,3298455,68.72,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-11-21,100000,4800000.0,2562084,53.38,3939798,82.08,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-11-21,100000,4856640.0,2081330,42.86,3199207,65.87,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-11-21,120000,5760000.0,2200890,38.21,3445328,59.81,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2026-01-16,25000,1204368.0,1157320,96.09,1158193,96.17,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2026-01-16,100000,4800000.0,4685162,97.61,4686439,97.63,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2026-01-16,100000,4800000.0,4704254,98.01,4709220,98.11,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2026-01-21,120000,5760000.0,5559238,96.51,5570382,96.71,0,0.0
734bd73a-fdde-4897-b7fa-bfc50b3f1839,SAT No 8,2025-12-02,140000,6720000.0,18,0.0,18,0.0,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-12-03,120000,5760000.0,2200443,38.2,3911357,67.91,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-12-01,100000,4800000.0,2354740,49.06,2669207,55.61,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-12-01,25000,1204368.0,569410,47.28,707716,58.76,0,0.0
156d4c3e-da3d-4dc4-b66e-b1656fdece39,SAT No 10,2026-02-01,165000,7920000.0,4569512,57.7,5877802,74.21,0,0.0
156d4c3e-da3d-4dc4-b66e-b1656fdece39,SAT No 10,2026-02-16,165000,7920000.0,6688436,84.45,6761326,85.37,0,0.0
156d4c3e-da3d-4dc4-b66e-b1656fdece39,SAT No 10,2026-02-02,165000,7920000.0,7125582,89.97,7251904,91.56,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-12-06,100000,4800000.0,4685951,97.62,4688682,97.68,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-12-06,25000,1204368.0,1154297,95.84,1155817,95.97,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-12-07,100000,4800000.0,4685361,97.61,4688179,97.67,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-12-07,25000,1204368.0,1153452,95.77,1155460,95.94,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-12-07,100000,4800000.0,4672613,97.35,4674567,97.39,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-12-07,100000,4800000.0,4690353,97.72,4693232,97.78,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-12-07,100000,4800000.0,4645169,96.77,4649190,96.86,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-12-07,100000,4856640.0,4756225,97.93,4762322,98.06,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-12-07,120000,5760000.0,5553484,96.41,5564324,96.6,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-10-29,100000,4800000.0,2352512,49.01,3121822,65.04,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-11-17,100000,4800000.0,4682358,97.55,4691338,97.74,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-11-17,100000,4800000.0,4680489,97.51,4698206,97.88,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-11-17,100000,4800000.0,4665361,97.2,4679195,97.48,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-11-17,100000,4856640.0,4754333,97.89,4777917,98.38,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-11-17,120000,5760000.0,5539484,96.17,5583888,96.94,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-10-29,100000,4800000.0,2334441,48.63,3231064,67.31,0,0.0
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-10-29,100000,4856640.0,2340951,48.2,3245268,66.82,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-11-20,120000,5760000.0,4141358,71.9,4710498,81.78,0,0.0
448a8c35-f83a-4436-9f84-879597c79af7,SAT No 4,2025-10-30,100000,4800000.0,2054003,42.79,2636305,54.92,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-10-30,25000,1204368.0,518272,43.03,669160,55.56,0,0.0
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-10-30,100000,4800000.0,2036457,42.43,2633184,54.86,0,0.0
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-10-30,100000,4800000.0,2074054,43.21,2666515,55.55,0,0.0
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-10-30,100000,4800000.0,2034714,42.39,2637001,54.94,0,0.0
bec5cdff-3109-4a88-93f9-0dd8e30d1c1c,SAT No 1,2025-09-15,25000,1204368.0,1130733,93.89,1130967,93.91,1131045,93.91
98e87de7-64ed-4092-8462-314054ade4e8,SAT No 2,2025-09-15,100000,4800000.0,4629750,96.45,4632038,96.5,4632650,96.51
dd863048-59d2-4b02-88e3-f07270b17006,SAT No 5,2025-09-15,100000,4800000.0,4627807,96.41,4629439,96.45,4629983,96.46
08f07e1d-7d6f-4cde-b2d2-4e2831d06889,SAT No 3,2025-09-15,100000,4800000.0,4591441,95.66,4593924,95.71,4594330,95.72
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-09-15,100000,4856640.0,4577973,94.26,4579417,94.29,4580160,94.31
c186f425-cc93-45be-bd06-61641fae7dc7,SAT No 6,2025-10-30,100000,4856640.0,2094604,43.13,2699780,55.59,0,0.0
c70579b6-34bc-4732-aded-cd2c7547e1f1,SAT No 7,2025-10-30,120000,5760000.0,2382343,41.36,3069509,53.29,0,0.0
